Title,Link,Publisher,Journal,Author Order,Authors,Year,DOI,Quartile,Researcher Name,Researcher ID,Affiliation,Department
Sistem Penunjang Keputusan Pemilihan Pengurus Bem Menggunakan Metode Fmadm (Fuzzy Multiple Additive Decision Weigth) Dengan Metode Saw (Simple Additve Weigth),https://scholar.google.com/scholar?q=+intitle:%27Sistem%20Penunjang%20Keputusan%20Pemilihan%20Pengurus%20Bem%20Menggunakan%20Metode%20Fmadm%20(Fuzzy%20Multiple%20Additive%20Decision%20Weigth)%20Dengan%20Metode%20Saw%20(Simple%20Additve%20Weigth)%27,"no. Ciastech, hal, 389-394, 2019","no. Ciastech, hal, 389-394, 2019",N/A,"Authors : AD Syahputra, G Priyandoko",2019,N/A,N/A,ISTIADI,161222,Universitas Widya Gama,S1 - Teknik Informatika
PERANCANGAN SISTEM DETEKSI BANJIR BERBASIS IoT,https://scholar.google.com/scholar?q=+intitle:%27PERANCANGAN%20SISTEM%20DETEKSI%20BANJIR%20BERBASIS%20IoT%27,"Conference on Innovation and Application of Science and Technology (CIASTECH …, 2018","Conference on Innovation and Application of Science and Technology (CIASTECH …, 2018",N/A,"Authors : A Muzakky, A Nurhadi, A Nurdiansyah, G Wicaksana, Istiadi",2018,N/A,N/A,ISTIADI,161222,Universitas Widya Gama,S1 - Teknik Informatika
PERANCANGAN SISTEM MONITORING SUHU GUDANG BERBASIS INTERNET OF THINGS (IOT),https://scholar.google.com/scholar?q=+intitle:%27PERANCANGAN%20SISTEM%20MONITORING%20SUHU%20GUDANG%20BERBASIS%20INTERNET%20OF%20THINGS%20(IOT)%27,"Conference on Innovation and Application of Science and Technology (CIASTECH …, 2018","Conference on Innovation and Application of Science and Technology (CIASTECH …, 2018",N/A,"Authors : IS Wicaksana, FI Ubaidillah, YP Hadi, ST Wahyu, Istiadi",2018,N/A,N/A,ISTIADI,161222,Universitas Widya Gama,S1 - Teknik Informatika
Perancangan Sistem Irigasi Otomatis Dengan Wireless Sensor Network (Wsn) Berbasis Energi Surya,https://scholar.google.com/scholar?q=+intitle:%27Perancangan%20Sistem%20Irigasi%20Otomatis%20Dengan%20Wireless%20Sensor%20Network%20(Wsn)%20Berbasis%20Energi%20Surya%27,"Simetris: Jurnal Teknik Mesin, Elektro dan Ilmu Komputer 9 (2), 825-832, 2018","Simetris: Jurnal Teknik Mesin, Elektro dan Ilmu Komputer 9 (2), 825-832, 2018",N/A,"Authors : DW Putranto, FB Antono, R Handoko, I Istiadi",2018,N/A,N/A,ISTIADI,161222,Universitas Widya Gama,S1 - Teknik Informatika
APLIKASI PEMANTAU SUHU MESIN PENETAS TELUR BERBASIS IOT ANDROID,https://scholar.google.com/scholar?q=+intitle:%27APLIKASI%20PEMANTAU%20SUHU%20MESIN%20PENETAS%20TELUR%20BERBASIS%20IOT%20ANDROID%27,"Conference on Innovation and Application of Science and Technology (CIASTECH …, 2018","Conference on Innovation and Application of Science and Technology (CIASTECH …, 2018",N/A,"Authors : KY Triastuti, MP Indrayati, A Said, BS Permana, Istiadi",2018,N/A,N/A,ISTIADI,161222,Universitas Widya Gama,S1 - Teknik Informatika
Expert System for Mobile Consulting Services with Position Detection,https://scholar.google.com/scholar?q=+intitle:%27Expert%20System%20for%20Mobile%20Consulting%20Services%20with%20Position%20Detection%27,"The 2nd International Conference on Informatics for Development ISBN 978-602 …, 2018","The 2nd International Conference on Informatics for Development ISBN 978-602 …, 2018",N/A,"Authors : I Istiadi, DU Effendy, EB Sulistiarini, R Joegijantoro",2018,N/A,N/A,ISTIADI,161222,Universitas Widya Gama,S1 - Teknik Informatika
PERANCANGAN SISTEM DETEKSI BANJIR BERBASIS IoT,https://scholar.google.com/scholar?q=+intitle:%27PERANCANGAN%20SISTEM%20DETEKSI%20BANJIR%20BERBASIS%20IoT%27,"Conference on Innovation and Application of Science and Technology (CIASTECH …, 2018","Conference on Innovation and Application of Science and Technology (CIASTECH …, 2018",N/A,"Authors : A Muzakky, A Nurhadi, A Nurdiansyah, G Wicaksana, Istiadi",2018,N/A,N/A,ISTIADI,161222,Universitas Widya Gama,S1 - Teknik Informatika
PERANCANGAN SISTEM MONITORING SUHU GUDANG BERBASIS INTERNET OF THINGS (IOT),https://scholar.google.com/scholar?q=+intitle:%27PERANCANGAN%20SISTEM%20MONITORING%20SUHU%20GUDANG%20BERBASIS%20INTERNET%20OF%20THINGS%20(IOT)%27,"Conference on Innovation and Application of Science and Technology (CIASTECH …, 2018","Conference on Innovation and Application of Science and Technology (CIASTECH …, 2018",N/A,"Authors : IS Wicaksana, FI Ubaidillah, YP Hadi, ST Wahyu, Istiadi",2018,N/A,N/A,ISTIADI,161222,Universitas Widya Gama,S1 - Teknik Informatika
A knowledge base repository model for multiple domain problems of distributed expert system,https://scholar.google.com/scholar?q=+intitle:%27A%20knowledge%20base%20repository%20model%20for%20multiple%20domain%20problems%20of%20distributed%20expert%20system%27,"2017 International Conference on Sustainable Information Engineering and …, 2017","2017 International Conference on Sustainable Information Engineering and …, 2017",N/A,"Authors : DU Effendy, EB Sulistiarini, R Joegijantoro",2017,N/A,N/A,ISTIADI,161222,Universitas Widya Gama,S1 - Teknik Informatika
Toward SCORM generating based on semantic representation of knowledge organizer,https://scholar.google.com/scholar?q=+intitle:%27Toward%20SCORM%20generating%20based%20on%20semantic%20representation%20of%20knowledge%20organizer%27,"Information Technology and Electrical Engineering (ICITEE), 2016 8th …, 2016","Information Technology and Electrical Engineering (ICITEE), 2016 8th …, 2016",N/A,"Authors : Istiadi, LE Nugroho, PI Santosa",2016,N/A,N/A,ISTIADI,161222,Universitas Widya Gama,S1 - Teknik Informatika
ANALISIS PERSEPSI KUALITAS PERKULIAHAN DI LABORATORIUM PERKANTORAN DAN SEKRETARI PROGRAM PENDIDIKAN VOKASI UNIVERSITAS INDONESIA,https://scholar.google.com/scholar?q=+intitle:%27ANALISIS%20PERSEPSI%20KUALITAS%20PERKULIAHAN%20DI%20LABORATORIUM%20PERKANTORAN%20DAN%20SEKRETARI%20PROGRAM%20PENDIDIKAN%20VOKASI%20UNIVERSITAS%20INDONESIA%27,"Jurnal Vokasi Indonesia 4 (1), 2016","Jurnal Vokasi Indonesia 4 (1), 2016",N/A,Authors : M Ridha,2016,N/A,N/A,ISTIADI,161222,Universitas Widya Gama,S1 - Teknik Informatika
Domain Based Web Retrieval Driven by Semantic Representation of Personal Knowledge Organizer,https://scholar.google.com/scholar?q=+intitle:%27Domain%20Based%20Web%20Retrieval%20Driven%20by%20Semantic%20Representation%20of%20Personal%20Knowledge%20Organizer%27,"Jurnal Teknologi 78 (5-8), 2016","Jurnal Teknologi 78 (5-8), 2016",N/A,"Authors : I Istiadi, LE Nugroho, PI Santosa",2016,N/A,N/A,ISTIADI,161222,Universitas Widya Gama,S1 - Teknik Informatika
AN ONLINE EXPERT SYSTEM FOR CONSULTATION SERVICES USING A MOBILE APPLICATION INTERFACE,https://scholar.google.com/scholar?q=+intitle:%27AN%20ONLINE%20EXPERT%20SYSTEM%20FOR%20CONSULTATION%20SERVICES%20USING%20A%20MOBILE%20APPLICATION%20INTERFACE%27,"JURNAL TEKNOLOGI 78 (6-3), 41-46, 2016","JURNAL TEKNOLOGI 78 (6-3), 41-46, 2016",N/A,"Authors : Istiadi, F Rofii, A Qustoniah, F Marisa, GD Putra",2016,N/A,N/A,ISTIADI,161222,Universitas Widya Gama,S1 - Teknik Informatika
ANALISIS PERSEPSI KUALITAS PERKULIAHAN DI LABORATORIUM PERKANTORA DAN SEKRETARI PROGRAM PENDIDIKAN VOKASI UNIVERSITAS INDONESIA,https://scholar.google.com/scholar?q=+intitle:%27ANALISIS%20PERSEPSI%20KUALITAS%20PERKULIAHAN%20DI%20LABORATORIUM%20PERKANTORA%20DAN%20SEKRETARI%20PROGRAM%20PENDIDIKAN%20VOKASI%20UNIVERSITAS%20INDONESIA%27,"Jurnal Vokasi Indonesia 4 (1), 6, 2016","Jurnal Vokasi Indonesia 4 (1), 6, 2016",N/A,"Authors : I Istiadi, M Ridha",2016,N/A,N/A,ISTIADI,161222,Universitas Widya Gama,S1 - Teknik Informatika
An Online Expert System For Consultation Services Using A Mobile Application,https://scholar.google.com/scholar?q=+intitle:%27An%20Online%20Expert%20System%20For%20Consultation%20Services%20Using%20A%20Mobile%20Application%27,"Jurnal Teknologi 78 (6-3), 2016","Jurnal Teknologi 78 (6-3), 2016",N/A,"Authors : I Istiadi, F Rofii, A Qustoniah, F Marisa, GD Putra",2016,N/A,N/A,ISTIADI,161222,Universitas Widya Gama,S1 - Teknik Informatika
Consultation services using IVR telephony based on expert system perspective,https://scholar.google.com/scholar?q=+intitle:%27Consultation%20services%20using%20IVR%20telephony%20based%20on%20expert%20system%20perspective%27,"2015 International Conference on Science in Information Technology (ICSITech …, 2015","2015 International Conference on Science in Information Technology (ICSITech …, 2015",N/A,"Authors : EB Sulistiarini, R Joegijantoro",2015,N/A,N/A,ISTIADI,161222,Universitas Widya Gama,S1 - Teknik Informatika
An Agent Model of Domain based Information Seeking on Personal Knowledge Organizer,https://scholar.google.com/scholar?q=+intitle:%27An%20Agent%20Model%20of%20Domain%20based%20Information%20Seeking%20on%20Personal%20Knowledge%20Organizer%27,"International Conference on Information Technology Systems and Innovation …, 2014","International Conference on Information Technology Systems and Innovation …, 2014",N/A,"Authors : I Istiadi, LE Nugroho, PI Santosa",2014,N/A,N/A,ISTIADI,161222,Universitas Widya Gama,S1 - Teknik Informatika
Providing Information Sources Domain for Information Seeking Agent From Organizing Knowledge,https://scholar.google.com/scholar?q=+intitle:%27Providing%20Information%20Sources%20Domain%20for%20Information%20Seeking%20Agent%20From%20Organizing%20Knowledge%27,"The 1st International Conference on Information Technology, Computer and …, 2014","The 1st International Conference on Information Technology, Computer and …, 2014",N/A,"Authors : I Istiadi, LE Nugroho, PI Santosa",2014,N/A,N/A,ISTIADI,161222,Universitas Widya Gama,S1 - Teknik Informatika
Enhancing Online Expert System Consultation Service with Short Message Service Interface,https://scholar.google.com/scholar?q=+intitle:%27Enhancing%20Online%20Expert%20System%20Consultation%20Service%20with%20Short%20Message%20Service%20Interface%27,"The 1st International Conference on Information Technology, Computer, and …, 2014","The 1st International Conference on Information Technology, Computer, and …, 2014",N/A,"Authors : I Istiadi, EB Sulistiarini, GD Putra",2014,N/A,N/A,ISTIADI,161222,Universitas Widya Gama,S1 - Teknik Informatika
Representing Knowledge Base into Database for WAP and Web-based Expert System,https://scholar.google.com/scholar?q=+intitle:%27Representing%20Knowledge%20Base%20into%20Database%20for%20WAP%20and%20Web-based%20Expert%20System%27,"arXiv e-prints, arXiv: 1312.3060, 2013","arXiv e-prints, arXiv: 1312.3060, 2013",N/A,"Authors : I Istiadi, E Budi Sulistiarini",2013,N/A,N/A,ISTIADI,161222,Universitas Widya Gama,S1 - Teknik Informatika
Model Ontologi Representasi Pengetahuan untuk Pengorganisasian Sumber Daya Pengetahuan,https://scholar.google.com/scholar?q=+intitle:%27Model%20Ontologi%20Representasi%20Pengetahuan%20untuk%20Pengorganisasian%20Sumber%20Daya%20Pengetahuan%27,"CITEE 2012, 46-51, 2012","CITEE 2012, 46-51, 2012",N/A,"Authors : I Istiadi, LE Nugroho, TB Adji",2012,N/A,N/A,ISTIADI,161222,Universitas Widya Gama,S1 - Teknik Informatika
An Ontology Model for Organizing Information Resources Sharing on Personal Web,https://scholar.google.com/scholar?q=+intitle:%27An%20Ontology%20Model%20for%20Organizing%20Information%20Resources%20Sharing%20on%20Personal%20Web%27,"The Fifth International Symposium on Computational Science (ISCS 2012), 148-156, 2012","The Fifth International Symposium on Computational Science (ISCS 2012), 148-156, 2012",N/A,"Authors : I Istiadi, SN Azhari",2012,N/A,N/A,ISTIADI,161222,Universitas Widya Gama,S1 - Teknik Informatika
APLIKASI SISTEM PAKAR BERBASIS WAP SITEDENGAN PENDEKATAN STATIS UNTUK DIAGNOSIS GANGGUAN MESIN SEPEDA MOTOR,https://scholar.google.com/scholar?q=+intitle:%27APLIKASI%20SISTEM%20PAKAR%20BERBASIS%20WAP%20SITEDENGAN%20PENDEKATAN%20STATIS%20UNTUK%20DIAGNOSIS%20GANGGUAN%20MESIN%20SEPEDA%20MOTOR%27,"PROTON 2 (1), 2010","PROTON 2 (1), 2010",N/A,"Authors : I Istiadi, MA Sahbana",2010,N/A,N/A,ISTIADI,161222,Universitas Widya Gama,S1 - Teknik Informatika
"WEB Browser dengan perilaku pengaksesan yang dapat dikonfigurasi,","https://scholar.google.com/scholar?q=+intitle:%27WEB%20Browser%20dengan%20perilaku%20pengaksesan%20yang%20dapat%20dikonfigurasi,%27","Universitas Gadjah Mada, 2003","Universitas Gadjah Mada, 2003",N/A,"Authors : I Istiadi, F Soesianto, LE Nugroho",2003,N/A,N/A,ISTIADI,161222,Universitas Widya Gama,S1 - Teknik Informatika
AQUASCAPE DENGAN KONTROL FOTOSINTESIS BUATAN PADA TANAMAN AIR MENGGUNAKAN METODE KENDALI LOGIKA FUZZY,https://scholar.google.com/scholar?q=+intitle:%27AQUASCAPE%20DENGAN%20KONTROL%20FOTOSINTESIS%20BUATAN%20PADA%20TANAMAN%20AIR%20MENGGUNAKAN%20METODE%20KENDALI%20LOGIKA%20FUZZY%27,"Transmisi: Jurnal Ilmiah Teknik Elektro 23 (3), 103-111","Transmisi: Jurnal Ilmiah Teknik Elektro 23 (3), 103-111",N/A,"Authors : MD Udin, I Istiadi, F Rofii",0000,N/A,N/A,ISTIADI,161222,Universitas Widya Gama,S1 - Teknik Informatika
Hasil cek Plagiasi Sistem Pakar Penyakit menular Menggunakan Demster Shafer Dengan Rekomendasi Tempat LAyanan Kesehatan,https://scholar.google.com/scholar?q=+intitle:%27Hasil%20cek%20Plagiasi%20Sistem%20Pakar%20Penyakit%20menular%20Menggunakan%20Demster%20Shafer%20Dengan%20Rekomendasi%20Tempat%20LAyanan%20Kesehatan%27,IAII,IAII,N/A,"Authors : I Istiadi, EB Sulistiarini, R Joegijantoro, DU Effendy",0000,N/A,N/A,ISTIADI,161222,Universitas Widya Gama,S1 - Teknik Informatika
ANALISIS PERSEPSI KUALITAS PERKULIAHAN DI LABORATORIUM PERKANTORA DAN SEKRETARI PROGRAM PENDIDIKAN VOKASI UNIVERSITAS INDONESIA,https://scholar.google.com/scholar?q=+intitle:%27ANALISIS%20PERSEPSI%20KUALITAS%20PERKULIAHAN%20DI%20LABORATORIUM%20PERKANTORA%20DAN%20SEKRETARI%20PROGRAM%20PENDIDIKAN%20VOKASI%20UNIVERSITAS%20INDONESIA%27,"Jurnal Vokasi Indonesia 4 (1), 6, 0","Jurnal Vokasi Indonesia 4 (1), 6, 0",N/A,"Authors : I Istiadi, M Ridha",0000,N/A,N/A,ISTIADI,161222,Universitas Widya Gama,S1 - Teknik Informatika
Peer reviewer Sistem Pakar Penyakit menular Menggunakan Demster Shafer Dengan Rekomendasi Tempat LAyanan Kesehatan,https://scholar.google.com/scholar?q=+intitle:%27Peer%20reviewer%20Sistem%20Pakar%20Penyakit%20menular%20Menggunakan%20Demster%20Shafer%20Dengan%20Rekomendasi%20Tempat%20LAyanan%20Kesehatan%27,IAII,IAII,N/A,"Authors : I Istiadi, EB Sulistiarini, R Joegijantoro, DU Effendy",0000,N/A,N/A,ISTIADI,161222,Universitas Widya Gama,S1 - Teknik Informatika
ENERGY TRANSITION AND TOURISM PROSPECTS IN INDONESIA,https://scholar.google.com/scholar?q=+intitle:%27ENERGY%20TRANSITION%20AND%20TOURISM%20PROSPECTS%20IN%20INDONESIA%27,"Journal of Indonesian Tourism and Policy Studies 7 (2), 4, 0","Journal of Indonesian Tourism and Policy Studies 7 (2), 4, 0",N/A,Authors : I Istiadi,0000,N/A,N/A,ISTIADI,161222,Universitas Widya Gama,S1 - Teknik Informatika
Hasil cek Plagiasi Consultation services using IVR telephony based on expert system perspective,https://scholar.google.com/scholar?q=+intitle:%27Hasil%20cek%20Plagiasi%20Consultation%20services%20using%20IVR%20telephony%20based%20on%20expert%20system%20perspective%27,IEEE,IEEE,N/A,"Authors : I Istiadi, EB Sulistiarini, R Joegijantoro",0000,N/A,N/A,ISTIADI,161222,Universitas Widya Gama,S1 - Teknik Informatika
Klasifikasi Logo Mobil Menggunakan Jaringan Syaraf Tiruan Backpropagation dan Decision Tree,https://scholar.google.com/scholar?q=+intitle:%27Klasifikasi%20Logo%20Mobil%20Menggunakan%20Jaringan%20Syaraf%20Tiruan%20Backpropagation%20dan%20Decision%20Tree%27,"Journal of Information Technology and Computer Science 7 (1), 27-34, 0","Journal of Information Technology and Computer Science 7 (1), 27-34, 0",N/A,"Authors : SW Iriananda, RP Putra, F Nurdiyansyah, F Marisa, I Istiadi",0000,N/A,N/A,ISTIADI,161222,Universitas Widya Gama,S1 - Teknik Informatika
Hasil cek Plagiasi A knowledge base repository model for multiple domain problems of distributed expert system,https://scholar.google.com/scholar?q=+intitle:%27Hasil%20cek%20Plagiasi%20A%20knowledge%20base%20repository%20model%20for%20multiple%20domain%20problems%20of%20distributed%20expert%20system%27,IEEE,IEEE,N/A,"Authors : I Istiadi, DU Effendy, EB Sulistiarini, R Joegijantoro",0000,N/A,N/A,ISTIADI,161222,Universitas Widya Gama,S1 - Teknik Informatika
